      0.0520	      0.1305	      0.1831	      0.1537	      0.0450	      0.0905	      0.0049	      0.0593	      0.0431	     -0.0018	      0.0679	      0.0221	     -0.0473	      0.0068	      0.0056	      0.0180	     -0.0171	      0.0228	      0.0365	      0.0027	      0.0227	     -0.0289	      0.0102	      0.0072	     -0.0278	     -0.0425	     -0.0001	     -0.0001	     -0.0046	      0.0048	      0.0120	      0.0440	      0.0020	     -0.0184	     -0.0102	      0.0304	      0.0551	     -0.0302	      0.0104	      0.0338	     -0.0042	     -0.0215	      0.0101	      0.0030	      0.0139	      0.0106	      0.0085	     -0.0209	     -0.0017	      0.0092	     -0.0310	     -0.0816	     -0.0336	      0.0942	      3.6457	      6.2048	      0.5358	      2.5312	     -1.4490	      1.2864	      1.4592	      6.8177	      2.8710	      4.8401	      3.0806	     -0.6201	      4.1350	     -0.2202	      1.6716	      0.7618	      0.8176	     -0.0061	      0.2000	      0.1873	     -0.3305	     -0.0183	      0.2214	      0.2655	     -0.2386	      1.0670	      7.8399	      3.9785	      7.1469	     -6.0168	      5.0452	      0.1299	      1.3829	      4.3650	     11.0176	     -1.4659	      6.4373	      5.0295	      3.1068	      5.8479	      1.8049	      1.3602	      1.2355	      1.3312	      1.6788	      0.9448	      0.3302	     -0.8697	     -0.9410	     -0.8220	      1.5064	      1.7966	     -0.1680	      0.2767	     -0.5197	     -0.8071	      0.5972	     -0.1539	      0.1973	      0.0300	      0.4255	      1.5016	      3.1750	      1.1136	     -0.0764	      0.2936	      0.0600	      0.7593	     -0.3023	      0.0329	     -0.3411	      0.6765	     -1.5158	      0.6296	      0.9061	      0.4234	      0.0600	      0.1692	      0.0379	      0.3410	     -0.2687	     -0.5531	      0.2675
      0.1305	     35.3344	     35.1202	     34.3896	     20.4091	     18.1573	      8.9272	      9.0113	     14.4206	     -0.6035	      8.1574	      3.7986	     -3.0164	     -5.3561	      2.8997	     -1.1389	     -3.5080	      0.0679	      0.2668	     -3.1994	      1.1970	     -5.7703	     -0.7981	     -1.4326	     -4.9973	    -25.2644	     -0.0125	     -2.1068	     -4.3002	      1.2715	      5.3406	      7.6959	      2.1657	     -2.2375	     -0.5297	      5.2445	      3.1011	     -5.3838	     -0.8372	      3.4274	      0.0136	     -1.3115	      1.0548	     -6.0585	      0.0871	      1.6579	     -1.3513	     -2.7976	     -0.2551	     -1.8974	     -4.7607	    -24.3407	      3.8028	     44.6516	    913.6367	   1968.2498	   1643.5044	   1988.7392	    715.8309	   1123.0207	    781.4256	   1007.8520	    -28.4167	      7.3652	   -290.9797	   -719.4699	    195.2623	   -369.9949	     52.7059	    -33.0448	     58.3335	   -124.5479	     -8.7449	    -22.1445	    -80.2261	    -32.8015	     -6.2737	      8.6392	     -6.3663	    245.4631	   1656.3177	   1860.8454	   3172.7122	   1230.9235	   2281.2358	    372.4133	    -19.6968	   -554.7743	    242.5808	  -1304.0901	   -265.1806	    -59.9650	   -400.4211	    172.1283	   -211.7509	   -200.6018	    -41.0319	      9.6368	     61.1983	     78.4786	   -103.3712	   -231.5539	   -131.5991	   -583.2788	    351.5743	    319.2737	    -17.9113	    117.9942	    -68.9424	   -159.0343	     61.8814	    -29.1229	     65.7364	     -5.9107	     54.3458	    258.2604	    423.9550	    119.0838	     36.6110	     33.9494	     26.8351	     31.3478	    -36.3747	     21.4286	    -34.5930	     39.3022	    572.2334	    224.2306	    302.7701	    139.2587	     76.1947	     89.0606	     48.8668	    103.4695	     -8.2171	    -35.0969	     53.9972
      0.1831	     35.1202	     91.1382	     59.1421	     39.7933	     32.7554	     26.5522	     19.9740	     19.9931	     11.1490	     14.5478	     10.4215	      1.9839	      3.0113	      3.8997	      4.9750	      2.7749	      3.0725	      2.2322	      1.6130	      1.1220	     -1.6955	      2.0295	      0.4474	     -1.5171	    -10.5137	      0.0003	      0.9927	      5.3589	      6.7091	      8.6776	     10.7907	      6.7455	      3.1889	      4.6410	      6.9272	      7.1502	     -0.6768	      2.1600	      5.3480	      1.0211	      2.7457	      2.3819	     -1.2612	      1.6385	      2.6380	      1.6134	     -1.6377	      0.2695	     -1.5458	     -1.6776	    -11.8423	      8.0459	     64.3335	   1865.1358	   3758.4321	   4111.7329	   4126.9997	   3287.5676	   3008.8992	   1966.8524	   1797.7774	    487.8712	    512.7201	     92.2614	   -285.4542	    303.2605	   -204.9214	     51.0645	     50.3256	     36.7671	    -61.9109	     38.2440	    -21.7620	    -23.4292	    -24.9760	     -9.3964	    -14.7211	      7.5084	    380.8568	   3364.1784	   5140.3299	   6668.7593	   4906.5665	   4379.8163	   2386.0330	   1601.5919	    534.0453	    838.7505	   -401.2871	    241.7047	    202.5191	   -133.9442	    243.6169	     16.4767	    -18.8644	     -4.0881	     48.8237	    123.6122	     61.4583	    -38.3117	   -148.8469	    -63.4918	   -313.5378	    455.2891	    357.6885	    102.4521	    131.3458	      5.7121	    -78.7738	     50.3903	     -8.9947	     27.9557	     -2.5673	     46.9645	    372.8554	    511.4708	    212.7510	    113.2741	     92.0828	     35.7762	     18.1805	    -31.7999	     15.3539	     -7.6551	     68.7542	   1075.7584	    400.5108	    413.5193	    182.0512	    135.6111	     93.2485	     39.9532	     63.3563	     -2.6965	    -10.1005	     71.9726
      0.1537	     34.3896	     59.1421	     73.6067	     41.7787	     35.5042	     31.1134	     24.9219	     29.7421	     12.3019	     22.2484	     12.7927	      4.2214	     -0.8858	      9.7002	      3.4736	      2.9194	      3.3256	      6.8376	      1.7272	      2.9353	     -3.4900	      2.2895	     -0.6104	     -3.3818	    -15.0672	     -0.0156	     -1.9688	      2.4919	      3.9213	     12.7890	     12.3602	      8.9045	      2.8445	      6.1270	     11.4230	      8.7350	     -0.2894	      4.0968	      7.3561	      2.8032	      3.2372	      3.8762	     -3.5491	      4.8670	      2.8012	      0.6855	     -1.5555	      1.2163	      0.7362	     -3.7622	    -11.0751	     11.1719	     58.7481	   1513.6227	   3445.4294	   3904.1336	   4388.7141	   3391.5214	   3159.2646	   2406.4296	   2430.4614	   1163.2363	    809.4540	    278.9200	   -424.3881	    515.8517	   -320.8749	    174.0185	     60.7304	    166.3349	    -42.4426	     22.9943	    -11.3242	   -105.4536	    -39.6987	    -19.3313	    -20.2000	      1.0952	    388.5361	   2910.4432	   5341.6903	   7714.9438	   5981.4078	   6343.3777	   4013.4346	   3223.2863	   1862.4033	   1961.5769	   -361.2247	    562.3712	    791.6759	     13.3547	    455.2082	    -35.5205	    -34.3593	    133.8715	    191.8399	    117.3596	    117.4233	    -24.0043	   -247.9572	   -122.5265	   -362.3851	    533.1832	    506.4491	     42.8783	    147.1484	    -62.2383	   -159.9451	     72.8237	    -36.7116	     76.3648	     -5.0878	     62.3755	    535.3932	    819.1249	    260.9639	    177.9303	     50.1561	     78.3874	     57.4620	    -16.1927	     32.5899	    -28.0449	     52.4826	   1262.7157	    649.7697	    466.8928	    356.4133	    179.0669	    130.4545	     81.0516	    150.1710	     14.6420	    -23.3973	    113.1963
      0.0450	     20.4091	     39.7933	     41.7787	     39.9814	     32.0365	     31.8061	     23.0280	     24.4519	     17.3773	     20.0936	     15.5086	      9.9230	      6.3783	     10.7232	      6.9147	      6.2702	      5.6888	      5.4788	      3.3004	      3.2601	      1.7277	      2.3476	      1.6732	      0.0724	     -1.9779	     -0.0009	     -0.4848	      3.5572	      4.7843	      9.8829	      9.5347	      8.9595	      6.9890	      8.1252	      9.4926	      6.8116	      4.2682	      5.9117	      6.9509	      4.1435	      4.3376	      3.5714	      0.7581	      4.0647	      2.6931	      2.7742	      1.2636	      1.9134	      0.9634	     -0.5869	     -1.0455	      9.3952	     44.3945	   1194.6042	   2979.2793	   3902.2016	   4220.0987	   3758.1221	   3412.7705	   2642.9356	   2211.8217	   1256.4319	    925.6806	    360.3769	     -0.4282	    331.1708	    -82.3583	     68.3134	      6.9064	     87.4065	    -31.9811	     19.1846	      4.3566	    -40.5080	    -26.1875	    -21.8144	    -26.5211	     28.4035	    285.3215	   2652.0503	   5496.9306	   7926.6006	   7670.3887	   7123.2547	   5289.9112	   4169.5766	   2580.5505	   1872.4783	    563.5698	    593.8793	    623.6018	    -23.1396	    191.4889	     38.1528	    -37.2982	     43.1898	    106.2455	     37.6690	     36.7630	    -10.8872	   -115.4635	    -44.0756	   -194.2465	    541.8491	    376.9214	    124.4023	    148.5665	     13.1553	    -43.7062	     35.4830	    -12.8685	     44.9921	     -9.3109	     18.2699	    598.0759	    612.0006	    258.1945	    196.6986	     79.7537	     61.8354	     13.0258	      4.1160	     27.9241	     20.1299	     38.7952	   1322.2720	    542.9007	    440.8871	    265.9514	    186.1775	    120.9222	     62.6655	     91.5438	     20.5527	      8.3469	     95.6718
      0.0905	     18.1573	     32.7554	     35.5042	     32.0365	     62.1200	     45.1321	     32.5033	     31.7606	     26.1669	     29.1665	     23.7191	     17.3061	     18.1264	     17.6878	     14.3166	     10.4324	     13.3942	     10.3083	      6.7208	      8.2545	      5.4855	      4.8998	      5.1527	      1.8807	     14.5234	     -0.0011	     -0.1988	      7.2180	      6.2758	     11.1819	     11.8654	     11.3834	     11.3384	     11.9357	     13.6731	     11.9412	     10.5614	     10.7053	     11.2629	      8.2328	      5.7402	      7.2096	      5.4116	      6.5693	      5.4318	      5.6334	      3.5983	      4.3316	      3.2281	      0.4671	      8.4284	      4.1077	     44.3038	   1116.5274	   3343.2476	   4613.1180	   4966.8831	   4774.0590	   4643.2418	   3905.6425	   3393.2581	   2239.1422	   1812.1673	   1107.5105	    519.7213	    586.2346	    326.5080	    224.3258	     42.2830	    201.6633	     33.4771	     63.7056	     35.7603	    -36.1014	    -10.2645	     -2.6638	     10.5716	     18.5685	    244.3377	   3130.6079	   6744.2569	  10675.4671	  11426.1805	  11434.2368	   8933.0410	   7098.4093	   5298.1838	   4215.2489	   2157.8668	   1924.5451	   1481.4309	    578.4862	    738.1551	    456.1305	    299.9612	    249.1879	    210.5542	    186.9634	    157.6984	     44.8660	    -50.7075	    -43.3627	     -2.5423	    765.5259	    542.2097	    282.8854	    179.8619	     49.0328	    -15.1885	     53.8084	     10.4957	     42.5834	     -0.0852	     38.1228	   1127.5486	    984.7176	    502.8579	    276.5808	    152.6434	     99.1078	     61.6725	      4.4150	     25.2997	     10.2954	     71.1243	   1539.6274	    823.1241	    627.9368	    340.3775	    220.1087	    148.4716	     91.4459	     78.6385	     10.3257	     -0.0773	    129.2426
      0.0049	      8.9272	     26.5522	     31.1134	     31.8061	     45.1321	     65.8910	     32.0885	     29.7219	     32.4678	     30.3027	     25.0959	     18.1972	     18.8681	     15.3695	     16.5077	     14.4299	     12.2412	      9.0597	      8.8119	      4.7270	      6.8786	      4.5421	      5.2559	      4.2996	     18.0046	      0.0084	      1.8819	     11.0831	      7.1168	      9.9654	     11.2381	     13.1842	     13.3055	     14.8608	     12.8348	     11.9947	     11.0027	     11.1825	     11.1743	      5.9688	      9.0157	      5.5653	      7.0101	      7.7927	      4.2480	      6.5806	      4.3071	      2.7613	      2.2949	      1.4176	     13.7613	     13.5074	     46.2102	    922.8479	   3063.6445	   4706.9495	   4879.7239	   5269.9002	   4804.8630	   3787.1054	   3292.6104	   2410.3763	   1848.1173	   1285.6364	    722.3455	    641.7800	    319.2795	    172.8250	     -2.7223	    155.5032	     45.3591	     76.0307	     31.5797	     14.3336	    -18.7427	    -17.1878	    -44.1172	     43.1450	    264.4593	   2726.7135	   6841.8719	  10904.0344	  12286.3731	  11038.6079	   9624.1752	   7510.4460	   5532.0285	   4080.1297	   2317.9574	   1906.8644	   1418.5400	    420.7122	    553.7752	    416.9461	    211.5922	    186.5704	    182.4697	    147.5156	    104.3671	     69.6234	    -10.9198	     30.2657	     83.4285	    739.0260	    511.9624	    345.8856	    232.1359	    103.5134	     34.0150	     23.7810	     18.7954	     19.4935	    -10.2056	     32.9258	   1112.7779	    935.1367	    504.1412	    302.4411	    173.2022	     99.9461	     25.2319	     22.0214	     39.7097	     35.5111	     65.2321	   1630.2238	    695.0446	    467.2642	    289.2379	    244.3308	    131.5072	     40.6165	     45.6638	     35.1564	     23.8931	    102.7394
      0.0593	      9.0113	     19.9740	     24.9219	     23.0280	     32.5033	     32.0885	     30.0329	     24.1115	     22.5929	     25.6955	     19.4385	     14.7946	     15.5527	     14.4411	     12.7649	     10.6800	     11.2750	      9.8038	      7.4883	      6.2820	      5.5322	      4.4969	      4.8087	      2.8347	     17.0366	     -0.0005	      0.5265	      6.3514	      4.5277	      8.2104	      9.7791	     10.0075	     10.5789	     11.3250	     11.9426	     11.1517	     10.2729	      9.9506	     10.2086	      7.3245	      6.7462	      6.1998	      6.6218	      6.3448	      4.6362	      5.5873	      3.4845	      3.6693	      3.3541	      1.3525	     13.8772	      4.7562	     21.4250	    751.8193	   2288.8425	   3457.4140	   3841.6301	   4079.4936	   3832.4558	   3173.0564	   2758.8314	   1961.9639	   1586.0656	   1013.5250	    542.2756	    560.3767	    264.1961	    200.9070	     98.6270	    149.5367	     49.1059	     49.0874	     29.7154	    -15.1167	      0.0986	     -0.0832	      3.0250	     16.7480	    201.0764	   2168.1700	   5241.1201	   8179.5659	   9049.0908	   8911.0843	   7611.8310	   6419.6826	   4836.2173	   3815.3342	   2199.3330	   1839.9519	   1425.7256	    689.2693	    676.6933	    437.8410	    299.9229	    242.8576	    196.4545	    163.4931	    122.8355	     77.9229	     -1.4300	     -5.9652	    156.4799	    716.7026	    551.8800	    312.9845	    181.7477	     71.1468	     20.1132	     45.0256	     13.7683	     28.6098	      1.8059	     40.5287	   1187.2961	   1017.3499	    574.1262	    329.5133	    170.2324	    102.2250	     66.3932	     20.5248	     26.0270	     23.8902	     79.4184	   1265.2882	    701.0280	    482.2589	    295.5837	    186.0940	    111.1233	     64.1122	     55.9271	     14.0419	      6.7224	    108.0845
      0.0431	     14.4206	     19.9931	     29.7421	     24.4519	     31.7606	     29.7219	     24.1115	     31.7901	     17.8768	     24.4794	     17.0906	     13.6385	      9.4291	     15.7986	      9.9548	      8.6039	      9.6642	      9.4256	      5.6885	      6.5706	      2.3410	      4.7753	      2.9900	      0.8275	      7.8414	     -0.0086	     -1.1249	      2.5905	      3.3736	      9.5445	     10.5315	      9.3970	      8.3520	      9.5468	     13.0647	     10.6635	      7.5352	      8.4204	      9.5918	      6.9577	      6.7151	      7.1756	      2.9815	      6.8557	      5.4446	      4.0788	      2.1943	      3.7540	      2.3028	      0.3300	      8.3765	      5.0988	     31.7132	    735.2583	   2351.6170	   3210.2762	   3875.3937	   3626.0643	   3649.0510	   3125.3200	   2844.1212	   1868.9196	   1457.8347	    929.0871	    218.0201	    592.8830	    144.5621	    244.1213	    109.4366	    194.4399	     29.9737	     45.3848	      5.7416	    -47.0983	     -8.6360	     -5.4391	     27.5062	      0.7569	    239.2102	   2200.6343	   4864.4102	   8076.9177	   8323.9643	   8914.4498	   7156.1355	   5966.4123	   4484.7869	   3820.5346	   1761.4231	   1729.1819	   1547.9553	    669.8705	    772.0882	    343.7223	    253.2463	    274.6135	    243.3949	    168.8176	    177.1285	     45.5021	    -79.4648	    -22.2093	     -7.5342	    708.9955	    608.8195	    258.6043	    201.9756	     37.3451	    -44.2466	     63.9611	     -3.3951	     59.3180	      5.5569	     65.7348	   1183.7046	   1114.3163	    586.7051	    357.0246	    157.7055	    119.1404	     83.0597	     13.8601	     35.5705	     -2.2519	     89.4336	   1386.3667	    818.6839	    566.9151	    377.6843	    211.7017	    136.8478	     88.5326	    101.9355	     20.4243	     -4.1035	    125.7473
     -0.0018	     -0.6035	     11.1490	     12.3019	     17.3773	     26.1669	     32.4678	     22.5929	     17.8768	     29.4665	     21.9274	     19.7359	     16.1543	     19.4037	     12.5481	     15.0899	     13.8107	     11.8284	      8.5809	      9.1706	      4.9597	      8.8799	      5.1066	      6.3765	      5.2927	     28.0104	      0.0109	      2.4626	      8.1419	      5.2329	      5.5034	      6.7351	      9.4368	     12.5124	     13.2066	      9.3900	      9.4779	     11.3862	     11.0139	      9.1724	      6.2128	      8.1713	      5.4795	      9.5748	      6.4621	      4.3343	      7.1714	      5.1734	      3.2152	      2.7434	      4.0280	     23.3648	      4.7672	     13.3406	    530.7121	   1857.9998	   3156.3957	   3319.2393	   4092.0933	   3688.4183	   2937.2206	   2403.6874	   1941.3284	   1601.7736	   1154.8219	    872.7810	    520.5151	    459.4478	    128.3418	     71.1621	     67.5027	     77.4637	     54.7692	     37.8755	     53.3387	      8.6285	     -2.9687	    -22.8673	     33.1302	    126.1555	   1752.6854	   4679.2245	   7414.0357	   9088.2798	   8059.5529	   7667.4324	   6311.5770	   4881.3084	   3464.7001	   2754.8173	   1874.0331	   1310.8644	    685.5827	    487.1286	    543.8281	    311.9167	    213.3115	    171.3126	    135.6416	     44.5831	    116.9157	    108.7110	     80.5193	    346.7663	    733.1177	    548.1055	    423.7309	    219.1539	    146.9245	    110.8077	      7.8712	     34.5632	     -8.5632	     -1.7172	     20.8684	   1223.5451	    970.5738	    636.0816	    337.0796	    183.2552	     82.5153	     43.8189	     39.0702	     31.0252	     64.6747	     86.0396	   1370.4280	    665.2141	    432.4331	    214.6869	    184.3768	     66.6884	     21.8555	      1.3581	     30.1615	     37.0319	     86.6017
