4	4.887640418
8	4.963901837
7	4.779666213
6	4.519924186
7	5.666111482
7	4.421765959
8	7.290254069
5	4.082742064
6	7.73649696
11	12.50623659
8	5.784656487
15	7.799922339
10	8.601045228
13	4.830255551
11	6.479315396
14	8.706754385
10	8.310345624
15	10.39356733
7	8.146496777
22	21.27479514
9	5.841286338
3	6.419665289
10	7.92601808
4	5.688008291
11	8.160843042
11	4.590900302
9	3.101914032
7	6.084416859
8	8.622187214
23	14.08960582
7	2.041048923
3	3.567033475
13	4.630918647
1	5.504527683
7	4.665651689
5	4.620347654
13	6.351709623
7	3.675762696
4	2.824050468
13	10.26822661
3	5.499997396
6	4.629408616
3	1.396224337
10	2.608857074
7	5.735577373
8	7.54924108
8	4.929924004
7	4.117475106
6	3.172134938
9	10.18214941
4	2.957696753
6	4.012521157
7	3.594970796
2	2.765155377
5	5.063570289
4	1.705800686
3	2.018397098
4	4.125780858
7	1.806224154
11	6.487621149
3	4.248101135
5	3.61762262
3	5.567198046
6	4.79778775
3	6.677897285
9	3.850937551
2	4.038948446
6	3.8856704
4	4.913312691
10	5.034122936
2	2.493332326
11	1.458894699
6	4.021581925
4	3.514933912
2	3.328433241
6	5.987013647
4	5.392023191
3	4.65206044
7	6.877989205
5	5.528689732
4	3.536075898
4	1.982154025
3	2.270588388
4	4.520679395
5	3.35033005
5	2.885210606
2	5.071876041
5	4.583349565
3	5.365595901
7	5.066590545
4	4.291894945
2	2.528820384
5	3.319372473
5	2.867844085
4	2.96071701
8	4.870273897
5	2.518249391
6	1.674842916
5	4.040458478
6	7.267602245
